worker_id,name,surname,hours_of_work
28193,Blanka,Okła,"1 day, 0:00:00"
54066,Filip,Iskierka,"1 day, 0:00:00"
54067,Stanisław,Drobny,"1 day, 0:00:00"
28197,Gabriel,Samoraj,"1 day, 0:00:00"
69640,Kamil,Goss,"1 day, 0:00:00"
28202,Klara,Skocz,"1 day, 0:00:00"
14605,Kamil,Trochimiuk,"1 day, 0:00:00"
82294,Iwo,Kusztal,"1 day, 0:00:00"
52,Daniel,Koźlak,"1 day, 0:00:00"
35896,Oliwier,Friedrich,"1 day, 0:00:00"
54094,Kornel,Tokaj,"1 day, 0:00:00"
42149,Ida,Mamcarz,"1 day, 0:00:00"
69650,Anastazja,Bosek,"1 day, 0:00:00"
8606,Tomasz,Wożniak,"1 day, 0:00:00"
28964,Inga,Niebudek,"1 day, 0:00:00"
62535,Mateusz,Pyrkosz,"1 day, 0:00:00"
69662,Nikodem,Grodek,"1 day, 0:00:00"
18737,Sara,Matula,"1 day, 0:00:00"
35902,Anna Maria,Powałka,"1 day, 0:00:00"
58661,Dawid,Domian,"1 day, 0:00:00"
82352,Stefan,Foit,"1 day, 0:00:00"
69675,Antoni,Hamerla,"1 day, 0:00:00"
11393,Olga,Jagiełka,"1 day, 0:00:00"
69684,Melania,Frost,"1 day, 0:00:00"
2964,Aleksander,Pociask,"1 day, 0:00:00"
69687,Ada,Makar,"1 day, 0:00:00"
32320,Kaja,Burzec,"1 day, 0:00:00"
54865,Alan,Kielan,"1 day, 0:00:00"
42188,Sandra,Dumała,"1 day, 0:00:00"
18746,Kamila,Wołoszczuk,"1 day, 0:00:00"
16861,Karol,Dzierżak,"1 day, 0:00:00"
35919,Józef,Cieplucha,"1 day, 0:00:00"
35920,Dariusz,Pronobis,"1 day, 0:00:00"
62545,Marek,Godzwon,"1 day, 0:00:00"
58671,Apolonia,Palica,"1 day, 0:00:00"
82405,Witold,Małota,"1 day, 0:00:00"
58674,Krystyna,Hennig,"1 day, 0:00:00"
11404,Jeremi,Dworczak,"1 day, 0:00:00"
42202,Konrad,Kanik,"1 day, 0:00:00"
82420,Emil,Gal,"1 day, 0:00:00"
82421,Apolonia,Tomal,"1 day, 0:00:00"
22107,Aleksander,Hyjek,"1 day, 0:00:00"
2240,Dawid,Latek,"1 day, 0:00:00"
54529,Nikodem,Zapora,"1 day, 0:00:00"
69732,Michał,Grabczak,"1 day, 0:00:00"
56603,Marek,Boguś,"1 day, 0:00:00"
42220,Sonia,Draus,"1 day, 0:00:00"
42225,Bianka,Ledzion,"1 day, 0:00:00"
22128,Filip,Ścieszka,"1 day, 0:00:00"
69736,Rafał,Budrewicz,"1 day, 0:00:00"
2972,Leon,Abramczuk,"1 day, 0:00:00"
18764,Gabriel,Prawdzik,"1 day, 0:00:00"
30543,Ksawery,Bylina,"1 day, 0:00:00"
62573,Robert,Wawrzkiewicz,"1 day, 0:00:00"
69753,Urszula,Kijanka,"1 day, 0:00:00"
69757,Julianna,Miąsko,"1 day, 0:00:00"
56611,Bruno,Forysiak,"1 day, 0:00:00"
42237,Olga,Woźniczko,"1 day, 0:00:00"
42240,Nikodem,Krzosek,"1 day, 0:00:00"
69764,Łukasz,Wykręt,"1 day, 0:00:00"
55455,Tola,Thiel,"1 day, 0:00:00"
82497,Karol,Daraż,"1 day, 0:00:00"
22138,Jan,Hrabia,"1 day, 0:00:00"
42247,Wojciech,Kornet,"1 day, 0:00:00"
82525,Oliwier,Wołk,"1 day, 0:00:00"
82526,Marcelina,Pachuta,"1 day, 0:00:00"
82528,Maksymilian,Baum,"1 day, 0:00:00"
82545,Arkadiusz,Oślizło,"1 day, 0:00:00"
69793,Kalina,Latoszek,"1 day, 0:00:00"
42270,Konrad,Słysz,"1 day, 0:00:00"
18791,Inga,Galuba,"1 day, 0:00:00"
35968,Kornelia,Znojek,"1 day, 0:00:00"
82562,Anastazja,Gołofit,"1 day, 0:00:00"
69805,Justyna,Hałat,"1 day, 0:00:00"
66,Maciej,Judek,"1 day, 0:00:00"
62590,Wiktor,Małota,"1 day, 0:00:00"
16876,Emil,Malisz,"1 day, 0:00:00"
42278,Julianna,Aleksa,"1 day, 0:00:00"
8617,Piotr,Hudzik,"1 day, 0:00:00"
42299,Tadeusz,Sieg,"1 day, 0:00:00"
69818,Norbert,Morka,"1 day, 0:00:00"
42305,Sylwia,Wojtalewicz,"1 day, 0:00:00"
82598,Julita,Kość,"1 day, 0:00:00"
22164,Rafał,Macha,"1 day, 0:00:00"
32381,Anna Maria,Pawliczek,"1 day, 0:00:00"
4928,Ada,Sass,"1 day, 0:00:00"
29506,Damian,Robaszkiewicz,"1 day, 0:00:00"
69866,Sandra,Przeniosło,"1 day, 0:00:00"
58705,Dawid,Nowotka,"1 day, 0:00:00"
42355,Justyna,Skubała,"1 day, 0:00:00"
69873,Aniela,Szulczyk,"1 day, 0:00:00"
69883,Miłosz,Śmieja,"1 day, 0:00:00"
62619,Andrzej,Rakus,"1 day, 0:00:00"
42366,Kazimierz,Famuła,"1 day, 0:00:00"
82673,Anna Maria,Steckiewicz,"1 day, 0:00:00"
42368,Konrad,Drożdżal,"1 day, 0:00:00"
32387,Tadeusz,Gilewicz,"1 day, 0:00:00"
15895,Bianka,Lindner,"1 day, 0:00:00"
69900,Mariusz,Jędrusiak,"1 day, 0:00:00"
42382,Paweł,Luks,"1 day, 0:00:00"
58711,Robert,Cygal,"1 day, 0:00:00"
69904,Eliza,Perczak,"1 day, 0:00:00"
15897,Agnieszka,Smektała,"1 day, 0:00:00"
82709,Elżbieta,Członka,"1 day, 0:00:00"
36013,Róża,Giża,"1 day, 0:00:00"
42402,Artur,Usarek,"1 day, 0:00:00"
352,Maksymilian,Styn,"1 day, 0:00:00"
58718,Michał,Maron,"1 day, 0:00:00"
82738,Klara,Hejduk,"1 day, 0:00:00"
754,Mateusz,Potaczek,"1 day, 0:00:00"
36021,Julian,Skonieczka,"1 day, 0:00:00"
54879,Tomasz,Szczudło,"1 day, 0:00:00"
69920,Liwia,Serzysko,"1 day, 0:00:00"
69921,Bruno,Knapek,"1 day, 0:00:00"
32396,Robert,Folga,"1 day, 0:00:00"
36032,Adrian,Sieg,"1 day, 0:00:00"
82777,Anna Maria,Szambelan,"1 day, 0:00:00"
22206,Ernest,Chaba,"1 day, 0:00:00"
18809,Maksymilian,Gwardiak,"1 day, 0:00:00"
82793,Ernest,Bartela,"1 day, 0:00:00"
4932,Krystian,Ludwiniak,"1 day, 0:00:00"
2991,Paweł,Księżak,"1 day, 0:00:00"
8190,Janina,Bobik,"1 day, 0:00:00"
11481,Filip,Dąbroś,"1 day, 0:00:00"
42453,Jeremi,Kurpisz,"1 day, 0:00:00"
82856,Dariusz,Moczko,"1 day, 0:00:00"
82863,Konrad,Ligas,"1 day, 0:00:00"
69981,Andrzej,Łuksza,"1 day, 0:00:00"
69991,Anastazja,Gordon,"1 day, 0:00:00"
7851,Agnieszka,Kryza,"1 day, 0:00:00"
42458,Olaf,Kajstura,"1 day, 0:00:00"
11485,Roksana,Fiutak,"1 day, 0:00:00"
70002,Adam,Majsterek,"1 day, 0:00:00"
70003,Stanisław,Wyroślak,"1 day, 0:00:00"
18819,Mieszko,Elsner,"1 day, 0:00:00"
82903,Anna Maria,Abramczuk,"1 day, 0:00:00"
42461,Karina,Sztuba,"1 day, 0:00:00"
54244,Patryk,Bzdęga,"1 day, 0:00:00"
16900,Tomasz,Sierpień,"1 day, 0:00:00"
70021,Łukasz,Kiliszek,"1 day, 0:00:00"
42467,Antoni,Kałwak,"1 day, 0:00:00"
82938,Melania,Zackiewicz,"1 day, 0:00:00"
42468,Nicole,Szajna,"1 day, 0:00:00"
62693,Kajetan,Mateusiak,"1 day, 0:00:00"
11488,Wojciech,Bielat,"1 day, 0:00:00"
7551,Nicole,Linda,"1 day, 0:00:00"
28986,Marianna,Kuryś,"1 day, 0:00:00"
15909,Marek,Dzienisz,"1 day, 0:00:00"
70039,Filip,Gąszczak,"1 day, 0:00:00"
70041,Oskar,Petrus,"1 day, 0:00:00"
15269,Natan,Łapaj,"1 day, 0:00:00"
70045,Krzysztof,Kapera,"1 day, 0:00:00"
70046,Maks,Kurach,"1 day, 0:00:00"
11493,Fryderyk,Chachaj,"1 day, 0:00:00"
18826,Maksymilian,Bobel,"1 day, 0:00:00"
70051,Sebastian,Pitek,"1 day, 0:00:00"
36072,Krystian,Mitoraj,"1 day, 0:00:00"
42528,Witold,Półchłopek,"1 day, 0:00:00"
5839,Kazimierz,Zatoń,"1 day, 0:00:00"
9657,Bianka,Szwaja,"1 day, 0:00:00"
36076,Bruno,Krakowczyk,"1 day, 0:00:00"
36081,Nela,Witos,"1 day, 0:00:00"
2992,Nela,Pleśniak,"1 day, 0:00:00"
22248,Mikołaj,Stempin,"1 day, 0:00:00"
70076,Malwina,Ludwiniak,"1 day, 0:00:00"
83033,Marika,Bronka,"1 day, 0:00:00"
36082,Ada,Krzysztoszek,"1 day, 0:00:00"
62727,Jeremi,Migda,"1 day, 0:00:00"
42552,Jan,Hrabia,"1 day, 0:00:00"
36090,Olaf,Bacik,"1 day, 0:00:00"
62730,Karina,Deluga,"1 day, 0:00:00"
28989,Dorota,Pitala,"1 day, 0:00:00"
83058,Stanisław,Matulewicz,"1 day, 0:00:00"
14976,Mateusz,Grzeszkowiak,"1 day, 0:00:00"
36094,Alex,Miksza,"1 day, 0:00:00"
83067,Apolonia,Puła,"1 day, 0:00:00"
70104,Mateusz,Bytner,"1 day, 0:00:00"
29524,Emil,Kycia,"1 day, 0:00:00"
32419,Monika,Kobak,"1 day, 0:00:00"
83109,Leonard,Kiełbowicz,"1 day, 0:00:00"
83112,Oliwier,Tworzydło,"1 day, 0:00:00"
70118,Dariusz,Dudziec,"1 day, 0:00:00"
83119,Kamila,Mironiuk,"1 day, 0:00:00"
54547,Jakub,Różewicz,"1 day, 0:00:00"
5851,Dariusz,Majos,"1 day, 0:00:00"
29525,Przemysław,Muc,"1 day, 0:00:00"
8634,Krystian,Sacharczuk,"1 day, 0:00:00"
755,Eryk,Obst,"1 day, 0:00:00"
32424,Marek,Jarmużek,"1 day, 0:00:00"
83167,Krystian,Korbut,"1 day, 0:00:00"
28997,Konstanty,Preuss,"1 day, 0:00:00"
83171,Melania,Mostek,"1 day, 0:00:00"
15277,Bruno,Rajchel,"1 day, 0:00:00"
83180,Borys,Pyrz,"1 day, 0:00:00"
62781,Rozalia,Kopik,"1 day, 0:00:00"
83190,Oliwier,Protasiuk,"1 day, 0:00:00"
62782,Liwia,Świątkiewicz,"1 day, 0:00:00"
14990,Nataniel,Czupryn,"1 day, 0:00:00"
32439,Bruno,Sołek,"1 day, 0:00:00"
8644,Agnieszka,Iskierka,"1 day, 0:00:00"
3005,Karina,Friedrich,"1 day, 0:00:00"
42621,Malwina,Letkiewicz,"1 day, 0:00:00"
58791,Patryk,Korkosz,"1 day, 0:00:00"
83230,Aurelia,Błasik,"1 day, 0:00:00"
32449,Ignacy,Pacura,"1 day, 0:00:00"
16915,Monika,Doroz,"1 day, 0:00:00"
22318,Oskar,Półchłopek,"1 day, 0:00:00"
83249,Julita,Bojdo,"1 day, 0:00:00"
22322,Oskar,Dorociak,"1 day, 0:00:00"
70185,Damian,Pęciak,"1 day, 0:00:00"
42650,Julianna,Jaroszuk,"1 day, 0:00:00"
83260,Aleks,Wojtanowicz,"1 day, 0:00:00"
83269,Stanisław,Koniec,"1 day, 0:00:00"
70191,Oskar,Kaczka,"1 day, 0:00:00"
70193,Ada,Janczura,"1 day, 0:00:00"
18852,Sara,Tokarek,"1 day, 0:00:00"
15928,Ada,Ostasz,"1 day, 0:00:00"
4406,Jakub,Pazik,"1 day, 0:00:00"
18855,Cyprian,Baranowicz,"1 day, 0:00:00"
56688,Ada,Wijata,"1 day, 0:00:00"
62841,Alan,Łuckiewicz,"1 day, 0:00:00"
32461,Janina,Gnyp,"1 day, 0:00:00"
36153,Urszula,Dyczko,"1 day, 0:00:00"
83314,Tola,Politowicz,"1 day, 0:00:00"
32468,Sylwia,Polasik,"1 day, 0:00:00"
70232,Kazimierz,Kapustka,"1 day, 0:00:00"
9697,Malwina,Kosidło,"1 day, 0:00:00"
55501,Krzysztof,Kryszkiewicz,"1 day, 0:00:00"
14846,Arkadiusz,Zielke,"1 day, 0:00:00"
83344,Robert,Ślebioda,"1 day, 0:00:00"
83356,Paweł,Bartoszczyk,"1 day, 0:00:00"
83357,Aurelia,Martyka,"1 day, 0:00:00"
83376,Alex,Gęgotek,"1 day, 0:00:00"
15935,Franciszek,Stępka,"1 day, 0:00:00"
29015,Aurelia,Sypuła,"1 day, 0:00:00"
83379,Alex,Strzyż,"1 day, 0:00:00"
22342,Melania,Flisiak,"1 day, 0:00:00"
30642,Dorota,Gnyp,"1 day, 0:00:00"
42730,Mikołaj,Bienia,"1 day, 0:00:00"
70269,Błażej,Balawender,"1 day, 0:00:00"
32500,Witold,Młotek,"1 day, 0:00:00"
70273,Adrian,Greszta,"1 day, 0:00:00"
36172,Julian,Elias,"1 day, 0:00:00"
62891,Anita,Gosz,"1 day, 0:00:00"
15941,Bruno,Batóg,"1 day, 0:00:00"
83420,Przemysław,Mostek,"1 day, 0:00:00"
11555,Dominik,Golonko,"1 day, 0:00:00"
83442,Marianna,Stochel,"1 day, 0:00:00"
62899,Oskar,Fabiańczyk,"1 day, 0:00:00"
70293,Urszula,Szymula,"1 day, 0:00:00"
83451,Rafał,Klamka,"1 day, 0:00:00"
83452,Ignacy,Ważny,"1 day, 0:00:00"
83453,Malwina,Bacia,"1 day, 0:00:00"
30645,Natasza,Piksa,"1 day, 0:00:00"
29020,Ida,Dziób,"1 day, 0:00:00"
42775,Monika,Piskor,"1 day, 0:00:00"
83466,Igor,Dorobek,"1 day, 0:00:00"
83474,Ryszard,Słysz,"1 day, 0:00:00"
22357,Łukasz,Opoka,"1 day, 0:00:00"
32506,Kornel,Hejduk,"1 day, 0:00:00"
36184,Alan,Sapeta,"1 day, 0:00:00"
83494,Jędrzej,Glapiak,"1 day, 0:00:00"
16946,Ida,Makieła,"1 day, 0:00:00"
42792,Tadeusz,Zawalich,"1 day, 0:00:00"
29024,Piotr,Dycha,"1 day, 0:00:00"
83503,Łukasz,Podpora,"1 day, 0:00:00"
5892,Julianna,Dziewit,"1 day, 0:00:00"
83511,Konrad,Zagrodnik,"1 day, 0:00:00"
42799,Wojciech,Bugla,"1 day, 0:00:00"
70324,Piotr,Sawko,"1 day, 0:00:00"
9702,Robert,Manista,"1 day, 0:00:00"
83518,Maurycy,Florian,"1 day, 0:00:00"
55513,Mieszko,Górkiewicz,"1 day, 0:00:00"
1534,Damian,Giża,"1 day, 0:00:00"
29028,Przemysław,Wiesiołek,"1 day, 0:00:00"
70336,Konrad,Dziurla,"1 day, 0:00:00"
30649,Angelika,Polaszek,"1 day, 0:00:00"
83537,Norbert,Chachuła,"1 day, 0:00:00"
83538,Błażej,Gosz,"1 day, 0:00:00"
42829,Maurycy,Maras,"1 day, 0:00:00"
9703,Witold,Fras,"1 day, 0:00:00"
18910,Krzysztof,Basa,"1 day, 0:00:00"
58860,Adrian,Jama,"1 day, 0:00:00"
70352,Kamila,Tabak,"1 day, 0:00:00"
36209,Jan,Bubel,"1 day, 0:00:00"
83548,Gustaw,Maślach,"1 day, 0:00:00"
32528,Leon,Głowienka,"1 day, 0:00:00"
36212,Franciszek,Rząca,"1 day, 0:00:00"
54555,Witold,Kolarczyk,"1 day, 0:00:00"
54895,Lidia,Letkiewicz,"1 day, 0:00:00"
42852,Iwo,Karaśkiewicz,"1 day, 0:00:00"
83572,Krzysztof,Babij,"1 day, 0:00:00"
3026,Adam,Żurawik,"1 day, 0:00:00"
18926,Kazimierz,Kieloch,"1 day, 0:00:00"
1980,Aurelia,Mszyca,"1 day, 0:00:00"
83578,Maksymilian,Zach,"1 day, 0:00:00"
83580,Liwia,Szłapka,"1 day, 0:00:00"
62959,Paweł,Fogt,"1 day, 0:00:00"
125,Gaja,Mizia,"1 day, 0:00:00"
58870,Ada,Dub,"1 day, 0:00:00"
42876,Gustaw,Potęga,"1 day, 0:00:00"
4114,Marianna,Dybiec,"1 day, 0:00:00"
5906,Błażej,Dylak,"1 day, 0:00:00"
70410,Patryk,Duniec,"1 day, 0:00:00"
30656,Cyprian,Kozdra,"1 day, 0:00:00"
4424,Anastazja,Hajda,"1 day, 0:00:00"
70422,Alex,Parus,"1 day, 0:00:00"
83638,Sara,Pochroń,"1 day, 0:00:00"
42892,Karol,Prawdzik,"1 day, 0:00:00"
62976,Liwia,Domowicz,"1 day, 0:00:00"
83659,Olgierd,Kostorz,"1 day, 0:00:00"
70433,Anna Maria,Jędryczka,"1 day, 0:00:00"
83664,Miłosz,Balawender,"1 day, 0:00:00"
70436,Ida,Nojman,"1 day, 0:00:00"
22414,Blanka,Nehring,"1 day, 0:00:00"
70439,Piotr,Szarzec,"1 day, 0:00:00"
14658,Dawid,Bejnarowicz,"1 day, 0:00:00"
83683,Ryszard,Jakubiuk,"1 day, 0:00:00"
70443,Fryderyk,Orzeszek,"1 day, 0:00:00"
58889,Michał,Kobel,"1 day, 0:00:00"
42925,Nikodem,Basak,"1 day, 0:00:00"
22423,Oskar,Gosz,"1 day, 0:00:00"
22428,Marika,Klebba,"1 day, 0:00:00"
83708,Konstanty,Kaczan,"1 day, 0:00:00"
83711,Jacek,Dobrosz,"1 day, 0:00:00"
5918,Stanisław,Łosiak,"1 day, 0:00:00"
58893,Ada,Płócienniczak,"1 day, 0:00:00"
70473,Stefan,Bulanda,"1 day, 0:00:00"
83727,Miłosz,Kosiak,"1 day, 0:00:00"
11590,Aleksander,Gałach,"1 day, 0:00:00"
4120,Aleksander,Borzym,"1 day, 0:00:00"
22442,Krzysztof,Kurczab,"1 day, 0:00:00"
83746,Kornelia,Janasik,"1 day, 0:00:00"
5924,Mateusz,Toś,"1 day, 0:00:00"
63032,Adrianna,Mizia,"1 day, 0:00:00"
83755,Sandra,Łęgowik,"1 day, 0:00:00"
11595,Konstanty,Uryga,"1 day, 0:00:00"
36289,Albert,Joniak,"1 day, 0:00:00"
83764,Ernest,Dyjas,"1 day, 0:00:00"
18969,Józef,Trzcionka,"1 day, 0:00:00"
56735,Kaja,Dynak,"1 day, 0:00:00"
83784,Arkadiusz,Wojewodzic,"1 day, 0:00:00"
42967,Antoni,Bronka,"1 day, 0:00:00"
70497,Eliza,Merda,"1 day, 0:00:00"
42977,Eryk,Synak,"1 day, 0:00:00"
36302,Karina,Trybała,"1 day, 0:00:00"
55544,Bianka,Jaje,"1 day, 0:00:00"
58907,Cezary,Kucharz,"1 day, 0:00:00"
63040,Marek,Mikita,"1 day, 0:00:00"
42991,Gustaw,Karpiak,"1 day, 0:00:00"
32588,Norbert,Czura,"1 day, 0:00:00"
11601,Hubert,Zimoląg,"1 day, 0:00:00"
54908,Fabian,Prygiel,"1 day, 0:00:00"
43014,Anastazja,Bociek,"1 day, 0:00:00"
70548,Jędrzej,Skubis,"1 day, 0:00:00"
5928,Dominik,Ratka,"1 day, 0:00:00"
43031,Aleksander,Staś,"1 day, 0:00:00"
83851,Nikodem,Pakos,"1 day, 0:00:00"
36313,Aleks,Burdach,"1 day, 0:00:00"
63049,Kornelia,Bąkiewicz,"1 day, 0:00:00"
5930,Apolonia,Łepek,"1 day, 0:00:00"
63050,Karina,Sypuła,"1 day, 0:00:00"
83862,Nikodem,Łyp,"1 day, 0:00:00"
32591,Janina,Tekieli,"1 day, 0:00:00"
36324,Damian,Fidor,"1 day, 0:00:00"
36327,Dorota,Lewko,"1 day, 0:00:00"
70586,Aleks,Dorobek,"1 day, 0:00:00"
18998,Ida,Szyma,"1 day, 0:00:00"
43070,Adrian,Leoniuk,"1 day, 0:00:00"
32593,Ernest,Majos,"1 day, 0:00:00"
11617,Aleksander,Pawlukiewicz,"1 day, 0:00:00"
43086,Oliwier,Falba,"1 day, 0:00:00"
83924,Jan,Semenowicz,"1 day, 0:00:00"
30674,Sylwia,Prygiel,"1 day, 0:00:00"
63059,Sara,Wołoch,"1 day, 0:00:00"
83928,Julian,Kycia,"1 day, 0:00:00"
83929,Radosław,Kott,"1 day, 0:00:00"
63065,Franciszek,Rolek,"1 day, 0:00:00"
3929,Sara,Cholewka,"1 day, 0:00:00"
70597,Liwia,Grochowina,"1 day, 0:00:00"
8684,Urszula,John,"1 day, 0:00:00"
11634,Stanisław,Machowiak,"1 day, 0:00:00"
16975,Dominik,Piksa,"1 day, 0:00:00"
5943,Hubert,Galon,"1 day, 0:00:00"
43114,Olga,Krzysztoszek,"1 day, 0:00:00"
70620,Róża,Mijas,"1 day, 0:00:00"
83972,Ada,Bulanda,"1 day, 0:00:00"
43135,Gaja,Migoń,"1 day, 0:00:00"
19006,Piotr,Pasieczna,"1 day, 0:00:00"
83984,Emil,Bąbel,"1 day, 0:00:00"
83993,Ewa,Słoboda,"1 day, 0:00:00"
58926,Marika,Drewa,"1 day, 0:00:00"
43149,Ignacy,Kazek,"1 day, 0:00:00"
70633,Karina,Liss,"1 day, 0:00:00"
32621,Dariusz,Bryda,"1 day, 0:00:00"
43158,Ewelina,Wolańczyk,"1 day, 0:00:00"
43159,Dariusz,Swatek,"1 day, 0:00:00"
22548,Tola,Seweryniak,"1 day, 0:00:00"
84026,Albert,Strzelczak,"1 day, 0:00:00"
4984,Szymon,Kohut,"1 day, 0:00:00"
70656,Melania,Doroszkiewicz,"1 day, 0:00:00"
4431,Julita,Duras,"1 day, 0:00:00"
58938,Witold,Kubek,"1 day, 0:00:00"
36370,Elżbieta,Jamroży,"1 day, 0:00:00"
70680,Ernest,Murach,"1 day, 0:00:00"
56745,Daniel,Osiadacz,"1 day, 0:00:00"
84072,Mikołaj,Dudała,"1 day, 0:00:00"
84078,Błażej,Bylina,"1 day, 0:00:00"
358,Kalina,Komander,"1 day, 0:00:00"
15965,Jakub,Łuszczak,"1 day, 0:00:00"
63133,Cezary,Kubasiewicz,"1 day, 0:00:00"
2543,Blanka,Szmalec,"1 day, 0:00:00"
29567,Gabriel,Berg,"1 day, 0:00:00"
70715,Nikodem,Miodek,"1 day, 0:00:00"
55554,Cyprian,Ochnio,"1 day, 0:00:00"
70722,Kornel,Witaszek,"1 day, 0:00:00"
58962,Marcel,Zemanek,"1 day, 0:00:00"
19039,Krzysztof,Pabisiak,"1 day, 0:00:00"
43211,Julian,Łaszcz,"1 day, 0:00:00"
63160,Michał,Kopa,"1 day, 0:00:00"
70740,Emil,Postawa,"1 day, 0:00:00"
84143,Norbert,Stanisławczyk,"1 day, 0:00:00"
70745,Wojciech,Kiełek,"1 day, 0:00:00"
70748,Iwo,Fiutak,"1 day, 0:00:00"
7736,Krystyna,Glanc,"1 day, 0:00:00"
84156,Damian,Cogiel,"1 day, 0:00:00"
4986,Róża,Fedak,"1 day, 0:00:00"
3049,Radosław,Hojda,"1 day, 0:00:00"
84177,Ewa,Zach,"1 day, 0:00:00"
58974,Maks,Frost,"1 day, 0:00:00"
43238,Ida,Sobiło,"1 day, 0:00:00"
43240,Gustaw,Szczap,"1 day, 0:00:00"
84207,Krystyna,Kuszyk,"1 day, 0:00:00"
63179,Natasza,Grodek,"1 day, 0:00:00"
11681,Jeremi,Pogorzelec,"1 day, 0:00:00"
36438,Julianna,Fryś,"1 day, 0:00:00"
14759,Wojciech,Furga,"1 day, 0:00:00"
43261,Róża,Naumiuk,"1 day, 0:00:00"
70787,Bruno,Januszko,"1 day, 0:00:00"
9754,Tomasz,Damek,"1 day, 0:00:00"
36444,Olaf,Mazek,"1 day, 0:00:00"
84231,Gabriel,Jarosiewicz,"1 day, 0:00:00"
1276,Oliwier,Kozica,"1 day, 0:00:00"
84233,Marika,Osada,"1 day, 0:00:00"
70797,Róża,Drop,"1 day, 0:00:00"
58988,Malwina,Filek,"1 day, 0:00:00"
70804,Fryderyk,Bartuś,"1 day, 0:00:00"
70805,Daniel,Sabak,"1 day, 0:00:00"
19072,Mieszko,Szylar,"1 day, 0:00:00"
56774,Sebastian,Bąbol,"1 day, 0:00:00"
36470,Stefan,Józwik,"1 day, 0:00:00"
29047,Rozalia,Wielgos,"1 day, 0:00:00"
84266,Janina,Franiak,"1 day, 0:00:00"
70840,Marcel,Merchel,"1 day, 0:00:00"
17000,Przemysław,Jessa,"1 day, 0:00:00"
15022,Lidia,Dylak,"1 day, 0:00:00"
5970,Eryk,Giedrojć,"1 day, 0:00:00"
22625,Ignacy,Kłoczko,"1 day, 0:00:00"
19080,Kajetan,Zgoła,"1 day, 0:00:00"
19081,Mieszko,Kondej,"1 day, 0:00:00"
70862,Monika,Dylik,"1 day, 0:00:00"
5975,Mariusz,Golonko,"1 day, 0:00:00"
359,Wojciech,Kursa,"1 day, 0:00:00"
43317,Andrzej,Domka,"1 day, 0:00:00"
2262,Jakub,Tofil,"1 day, 0:00:00"
84351,Eryk,Węgrzyk,"1 day, 0:00:00"
70871,Ada,Dylong,"1 day, 0:00:00"
84354,Daniel,Gajzler,"1 day, 0:00:00"
63209,Grzegorz,Golisz,"1 day, 0:00:00"
84369,Witold,Siarkiewicz,"1 day, 0:00:00"
17007,Stefan,Filus,"1 day, 0:00:00"
32675,Fryderyk,Wochnik,"1 day, 0:00:00"
63223,Nikodem,Roszkiewicz,"1 day, 0:00:00"
58996,Klara,Minta,"1 day, 0:00:00"
36492,Nicole,Krzeszowiec,"1 day, 0:00:00"
43343,Stanisław,Ochal,"1 day, 0:00:00"
58997,Angelika,Jażdżyk,"1 day, 0:00:00"
43348,Rozalia,Częścik,"1 day, 0:00:00"
36497,Gaja,Gąbka,"1 day, 0:00:00"
70920,Janina,Wawrzyczek,"1 day, 0:00:00"
63232,Apolonia,Cyrek,"1 day, 0:00:00"
84423,Nela,Ryfa,"1 day, 0:00:00"
22642,Mikołaj,Stróż,"1 day, 0:00:00"
63243,Stanisław,Dziadkowiec,"1 day, 0:00:00"
36509,Adrianna,Feret,"1 day, 0:00:00"
70959,Iwo,Misiarz,"1 day, 0:00:00"
84474,Apolonia,Wietecha,"1 day, 0:00:00"
84476,Dagmara,Mojsa,"1 day, 0:00:00"
2550,Kamil,Wojewódka,"1 day, 0:00:00"
19104,Rafał,Łasak,"1 day, 0:00:00"
63251,Aurelia,Klekot,"1 day, 0:00:00"
36517,Miłosz,Deptuch,"1 day, 0:00:00"
84511,Filip,Fołta,"1 day, 0:00:00"
84514,Aniela,Kapciak,"1 day, 0:00:00"
43393,Artur,Kopczyk,"1 day, 0:00:00"
43395,Ryszard,Byra,"1 day, 0:00:00"
70998,Adrian,Mostek,"1 day, 0:00:00"
4996,Julian,Rompa,"1 day, 0:00:00"
4121,Szymon,Słoka,"1 day, 0:00:00"
43409,Maksymilian,Szczesiak,"1 day, 0:00:00"
71011,Oliwier,Rybus,"1 day, 0:00:00"
84554,Emil,Drążyk,"1 day, 0:00:00"
71016,Dagmara,Andrearczyk,"1 day, 0:00:00"
84557,Olaf,Milczarczyk,"1 day, 0:00:00"
32692,Maurycy,Tylman,"1 day, 0:00:00"
71024,Justyna,Macha,"1 day, 0:00:00"
8202,Norbert,Bobik,"1 day, 0:00:00"
56797,Dariusz,Tyczka,"1 day, 0:00:00"
84570,Daniel,Karyś,"1 day, 0:00:00"
43459,Kalina,Woroch,"1 day, 0:00:00"
36543,Ewelina,Kurzaj,"1 day, 0:00:00"
36546,Malwina,Jachimczak,"1 day, 0:00:00"
32705,Kamil,Gomuła,"1 day, 0:00:00"
43468,Arkadiusz,Wawszczyk,"1 day, 0:00:00"
71064,Róża,Drewa,"1 day, 0:00:00"
43469,Marcel,Tworzydło,"1 day, 0:00:00"
43470,Monika,Beker,"1 day, 0:00:00"
84609,Kornel,Cofała,"1 day, 0:00:00"
71072,Ernest,Naczk,"1 day, 0:00:00"
